Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,DRX,sova,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,DRX,cypher,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,DRX,omen,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,DRX,breach,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,DRX,neon,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,Sentinels,cypher,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,Sentinels,omen,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,Sentinels,breach,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,Sentinels,fade,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,Sentinels,neon,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,Trace Esports,sova,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,Trace Esports,cypher,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,Trace Esports,omen,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,Trace Esports,raze,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,Trace Esports,breach,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,EDward Gaming,sova,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,EDward Gaming,cypher,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,EDward Gaming,omen,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,EDward Gaming,neon,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Sunset,EDward Gaming,kayo,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Haven,DRX,sova,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Haven,DRX,cypher,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Haven,DRX,omen,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Haven,DRX,breach,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Haven,DRX,jett,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Haven,Sentinels,sova,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Haven,Sentinels,cypher,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Haven,Sentinels,omen,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Haven,Sentinels,breach,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Haven,Sentinels,neon,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Bind,Trace Esports,cypher,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Bind,Trace Esports,raze,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Bind,Trace Esports,brimstone,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Bind,Trace Esports,skye,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Bind,Trace Esports,deadlock,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Bind,EDward Gaming,viper,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Bind,EDward Gaming,raze,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Bind,EDward Gaming,fade,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Bind,EDward Gaming,gekko,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Bind,EDward Gaming,brimstone,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Icebox,G2 Esports,sova,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Icebox,G2 Esports,viper,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Icebox,G2 Esports,killjoy,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Icebox,G2 Esports,gekko,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Icebox,G2 Esports,harbor,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Icebox,LEVIATÁN,sova,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Icebox,LEVIATÁN,viper,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Icebox,LEVIATÁN,killjoy,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Icebox,LEVIATÁN,jett,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Icebox,LEVIATÁN,harbor,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,G2 Esports,sova,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,G2 Esports,viper,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,G2 Esports,killjoy,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,G2 Esports,astra,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,G2 Esports,yoru,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,LEVIATÁN,sova,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,LEVIATÁN,cypher,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,LEVIATÁN,omen,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,LEVIATÁN,jett,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,LEVIATÁN,harbor,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,Team Heretics,sova,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,Team Heretics,cypher,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,Team Heretics,jett,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,Team Heretics,astra,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,Team Heretics,gekko,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,FNATIC,sova,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,FNATIC,viper,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,FNATIC,killjoy,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,FNATIC,astra,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Abyss,FNATIC,yoru,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Lotus,Team Heretics,omen,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Lotus,Team Heretics,viper,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Lotus,Team Heretics,killjoy,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Lotus,Team Heretics,raze,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Lotus,Team Heretics,fade,1,0,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Lotus,FNATIC,omen,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Lotus,FNATIC,viper,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Lotus,FNATIC,killjoy,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Lotus,FNATIC,raze,0,1,1
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Lotus,FNATIC,fade,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Haven,Sentinels,omen,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Haven,Sentinels,neon,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Haven,Sentinels,breach,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Haven,Sentinels,sova,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Haven,Sentinels,cypher,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Haven,EDward Gaming,omen,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Haven,EDward Gaming,neon,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Haven,EDward Gaming,breach,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Haven,EDward Gaming,sova,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Haven,EDward Gaming,cypher,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,Sentinels,omen,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,Sentinels,fade,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,Sentinels,viper,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,Sentinels,killjoy,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,Sentinels,raze,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,EDward Gaming,omen,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,EDward Gaming,neon,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,EDward Gaming,breach,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,EDward Gaming,fade,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,EDward Gaming,clove,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,LEVIATÁN,omen,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,LEVIATÁN,breach,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,LEVIATÁN,cypher,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,LEVIATÁN,fade,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,LEVIATÁN,raze,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,Team Heretics,omen,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,Team Heretics,fade,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,Team Heretics,viper,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,Team Heretics,killjoy,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Lotus,Team Heretics,raze,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Sunset,Sentinels,omen,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Sunset,Sentinels,neon,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Sunset,Sentinels,breach,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Sunset,Sentinels,cypher,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Sunset,Sentinels,fade,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Sunset,EDward Gaming,omen,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Sunset,EDward Gaming,neon,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Sunset,EDward Gaming,sova,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Sunset,EDward Gaming,cypher,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Sunset,EDward Gaming,kayo,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Icebox,LEVIATÁN,sova,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Icebox,LEVIATÁN,viper,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Icebox,LEVIATÁN,killjoy,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Icebox,LEVIATÁN,jett,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Icebox,LEVIATÁN,harbor,1,0,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Icebox,Team Heretics,neon,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Icebox,Team Heretics,sova,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Icebox,Team Heretics,viper,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Icebox,Team Heretics,killjoy,0,1,1
Valorant Champions 2024,Playoffs,Upper Semifinals,Icebox,Team Heretics,gekko,0,1,1
Valorant Champions 2024,Playoffs,Upper Final,Icebox,EDward Gaming,sova,0,1,1
Valorant Champions 2024,Playoffs,Upper Final,Icebox,EDward Gaming,jett,0,1,1
Valorant Champions 2024,Playoffs,Upper Final,Icebox,EDward Gaming,kayo,0,1,1
Valorant Champions 2024,Playoffs,Upper Final,Icebox,EDward Gaming,viper,0,1,1
Valorant Champions 2024,Playoffs,Upper Final,Icebox,EDward Gaming,killjoy,0,1,1
Valorant Champions 2024,Playoffs,Upper Final,Icebox,LEVIATÁN,sova,1,0,1
Valorant Champions 2024,Playoffs,Upper Final,Icebox,LEVIATÁN,jett,1,0,1
Valorant Champions 2024,Playoffs,Upper Final,Icebox,LEVIATÁN,viper,1,0,1
Valorant Champions 2024,Playoffs,Upper Final,Icebox,LEVIATÁN,harbor,1,0,1
Valorant Champions 2024,Playoffs,Upper Final,Icebox,LEVIATÁN,killjoy,1,0,1
Valorant Champions 2024,Playoffs,Upper Final,Lotus,EDward Gaming,omen,1,0,1
Valorant Champions 2024,Playoffs,Upper Final,Lotus,EDward Gaming,breach,1,0,1
Valorant Champions 2024,Playoffs,Upper Final,Lotus,EDward Gaming,fade,1,0,1
Valorant Champions 2024,Playoffs,Upper Final,Lotus,EDward Gaming,neon,1,0,1
Valorant Champions 2024,Playoffs,Upper Final,Lotus,EDward Gaming,clove,1,0,1
Valorant Champions 2024,Playoffs,Upper Final,Lotus,LEVIATÁN,omen,0,1,1
Valorant Champions 2024,Playoffs,Upper Final,Lotus,LEVIATÁN,breach,0,1,1
Valorant Champions 2024,Playoffs,Upper Final,Lotus,LEVIATÁN,cypher,0,1,1
Valorant Champions 2024,Playoffs,Upper Final,Lotus,LEVIATÁN,fade,0,1,1
Valorant Champions 2024,Playoffs,Upper Final,Lotus,LEVIATÁN,raze,0,1,1
Valorant Champions 2024,Playoffs,Upper Final,Abyss,EDward Gaming,omen,1,0,1
Valorant Champions 2024,Playoffs,Upper Final,Abyss,EDward Gaming,sova,1,0,1
Valorant Champions 2024,Playoffs,Upper Final,Abyss,EDward Gaming,jett,1,0,1
Valorant Champions 2024,Playoffs,Upper Final,Abyss,EDward Gaming,kayo,1,0,1
Valorant Champions 2024,Playoffs,Upper Final,Abyss,EDward Gaming,astra,1,0,1
Valorant Champions 2024,Playoffs,Upper Final,Abyss,LEVIATÁN,omen,0,1,1
Valorant Champions 2024,Playoffs,Upper Final,Abyss,LEVIATÁN,sova,0,1,1
Valorant Champions 2024,Playoffs,Upper Final,Abyss,LEVIATÁN,jett,0,1,1
Valorant Champions 2024,Playoffs,Upper Final,Abyss,LEVIATÁN,cypher,0,1,1
Valorant Champions 2024,Playoffs,Upper Final,Abyss,LEVIATÁN,harbor,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Haven,EDward Gaming,omen,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Haven,EDward Gaming,sova,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Haven,EDward Gaming,cypher,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Haven,EDward Gaming,neon,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Haven,EDward Gaming,breach,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Haven,Team Heretics,omen,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Haven,Team Heretics,sova,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Haven,Team Heretics,cypher,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Haven,Team Heretics,neon,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Haven,Team Heretics,breach,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Sunset,EDward Gaming,omen,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Sunset,EDward Gaming,sova,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Sunset,EDward Gaming,cypher,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Sunset,EDward Gaming,neon,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Sunset,EDward Gaming,kayo,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Sunset,Team Heretics,omen,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Sunset,Team Heretics,sova,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Sunset,Team Heretics,cypher,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Sunset,Team Heretics,raze,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Sunset,Team Heretics,kayo,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Lotus,EDward Gaming,omen,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Lotus,EDward Gaming,fade,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Lotus,EDward Gaming,neon,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Lotus,EDward Gaming,breach,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Lotus,EDward Gaming,clove,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Lotus,Team Heretics,omen,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Lotus,Team Heretics,raze,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Lotus,Team Heretics,fade,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Lotus,Team Heretics,viper,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Lotus,Team Heretics,killjoy,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Bind,EDward Gaming,raze,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Bind,EDward Gaming,fade,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Bind,EDward Gaming,viper,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Bind,EDward Gaming,gekko,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Bind,EDward Gaming,brimstone,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Bind,Team Heretics,raze,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Bind,Team Heretics,fade,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Bind,Team Heretics,viper,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Bind,Team Heretics,gekko,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Bind,Team Heretics,brimstone,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Abyss,EDward Gaming,omen,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Abyss,EDward Gaming,sova,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Abyss,EDward Gaming,kayo,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Abyss,EDward Gaming,astra,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Abyss,EDward Gaming,jett,1,0,1
Valorant Champions 2024,Playoffs,Grand Final,Abyss,Team Heretics,sova,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Abyss,Team Heretics,cypher,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Abyss,Team Heretics,gekko,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Abyss,Team Heretics,astra,0,1,1
Valorant Champions 2024,Playoffs,Grand Final,Abyss,Team Heretics,jett,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,DRX,omen,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,DRX,viper,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,DRX,raze,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,DRX,fade,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,DRX,chamber,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,Trace Esports,omen,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,Trace Esports,viper,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,Trace Esports,raze,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,Trace Esports,fade,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,Trace Esports,killjoy,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,DRX,omen,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,DRX,sova,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,DRX,cypher,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,DRX,jett,1,0,1
